movie,genre,year,link,summary,celebrity1,celebrity2,celebrity3,celebrity4,celebrity5,celebrity6,,
诸神之战 Clash of the Titans,动作奇幻冒险,2010,"https://movie.douban.com/subject/2131654
",不堪忍受奥林匹斯众神残暴压迫的阿戈斯国王亚克里斯（JasonFlemyng饰）奋起反抗，对至高无上的神明大为不敬。在冥王哈迪斯（拉尔夫·费因斯RalphFiennes饰）的怂恿下，天神宙斯（连姆·尼森LiamNeeson饰）决定对愚蠢的人类施以惩罚。遭遇海难流落到阿戈斯的青年珀修斯（萨姆·沃辛顿SamWorthington饰）是宙斯和亚克里斯的皇后生下的半神，他亲眼目睹哈迪斯所施下的恐怖神迹，并得知哈迪斯将释放北海怪兽克拉肯惩戒世人，除非亚克里斯将美丽的公主安德鲁美达（艾莉克莎·黛沃洛斯AlexaDavalos饰）作为牺牲献给众神。在女神爱娥（GemmaArterton饰）的点拨下，珀修斯知晓了自己的身世与使命，于是决定启程杀死北海怪兽并摧毁哈迪斯的阴谋……本片根据希腊神话传说改编，也是20世纪80年代同名影片翻拍版...(展开全部),路易斯·莱特里尔 导演,萨姆·沃辛顿 饰 Perseus,杰玛·阿特登 饰 Io,麦斯·米科尔森 饰 Draco,拉尔夫·费因斯 饰 Hades,连姆·尼森 饰 Zeus,,
保镖 The Bodyguard,剧情动作爱情惊悚音乐,1992,"https://movie.douban.com/subject/1299362
",弗兰克（凯文•科斯特纳KevinCostner饰）是前总统的保镖，他责任心强，公私分明，从不和雇主发生感情。但是歌手雷切尔（惠特尼•休斯顿WhitneyHouston饰）却打破了他的信条。雷切尔是一个魅力非凡的女歌星，无数人甘愿做她的裙下之臣。这天她收到匿名信，恐吓说要杀掉她。雷切尔惟有请来弗兰克做保镖。尽管二人之前并不认识，但在相处中，弗兰克还是被雷切尔的魅力征服，二人堕入爱河。然而职业的操守和理智，让弗兰克变得自制。他认为雷切尔是雇主，他的首要任务是保护她的安全，他刻意和雷切尔保持一定的距离，这一切伤透了雷切尔的心。她怀疑弗兰克的真情时，弗兰克却给了她一个坚定的答案。,米克·杰克逊 导演,凯文·科斯特纳 演员,惠特尼·休斯顿 演员,加里·凯普 演员,比尔·考布斯 演员,拉尔夫·韦特 演员,,
飓风营救 Taken,剧情动作惊悚犯罪,2008,"https://movie.douban.com/subject/2124586
",特工布莱恩(利亚姆·尼森饰)深爱着女儿凯姆(麦琪·格雷斯饰)，却由于工作的原因难以给予她日常的父爱，失望的妻子带着女儿改嫁他人。退休后，见识过太多黑暗势力的布莱恩生怕女儿受到伤害，费尽心力的守护她却也因此带给凯姆种种束缚，引发了父女间的矛盾。17岁生日后，凯姆执意和朋友前往巴黎旅行，无奈的布莱恩只好答应，不成想灾难正等着年轻的凯姆。在电话里亲耳听到女儿被绑架后，布莱恩强忍内心的痛苦只身踏上了营救女儿的征程，而他只有96个小时。,皮埃尔·莫瑞尔 导演,连姆·尼森 饰 Bryan Mills,玛姬·格蕾斯 饰 Kim,法米克·詹森 饰 Lenore,利兰·奥瑟 饰 Sam,强·格瑞斯 饰 Casey,,
阿黛拉的非凡冒险 Les aventures extraordinaires d'Adèle Blanc-Sec,喜剧奇幻冒险,2010,"https://movie.douban.com/subject/3628370
",1912年。为了拯救深陷重度昏迷的妹妹，聪明果敢的法国女记者阿黛拉·干白（露易丝·布尔昆LouiseBourgoin饰）上天入地，走遍世界寻找治病良药。她不顾出版商去秘鲁印加古果探险的要求，自顾自来到埃及寻找传说中法老名医的木乃伊。经过一番险象环生的对决，阿黛拉总算得到木乃伊，启程返乡。与此同时，位于巴黎的自然博物馆发生奇怪之事。一枚恐龙蛋突然孵化出一只翼手龙，当晚，翼手龙袭击了前警察局长的专车，该事件惊动全国上下，政府要求警方24小时内破案。即将复活的木乃伊，以及危险的翼手龙，阿黛拉即将迎来新的冒险……本片根据雅克·塔蒂（JacquesTardi）同名畅销漫画改编。,吕克·贝松 导演,露易丝·布尔昆 演员,马修·阿马立克 演员,吉尔·勒卢什 演员,让-保罗·卢弗 演员,杰克·纳瑟斯安 演员,,
蒙娜丽莎的微笑 Mona Lisa Smile,剧情爱情,2003,"https://movie.douban.com/subject/1303010
",1950年代，美国女性的社会地位表面看来有了明显提高，然而在如威斯理般著名的女子大学里，教师们教授学生，仍是一切围绕将来的好姻缘打转，并不鼓励她们主动获取自己感兴趣的知识，也不注重培养她们的心里素质。美丽成熟的凯瑟琳（朱莉娅·罗伯茨JuliaRoberts饰）大学毕业，怀揣理想和热情来到该学校担任艺术史教师时，便因想散播自由的种子碰壁连连。然而因为风趣、率直、热情、渊博，凯瑟琳很快赢得了学生们的喜爱，她的几个学生，想同男孩一样干出一番事业的琼（朱丽娅·斯蒂尔斯JuliaStiles饰）、活泼好动的丽薇（玛吉·吉伦哈尔MaggieGyllenhaal饰）等，也慢慢地展露出真性情。然而，另一名学生贝蒂（克斯汀·邓斯特KirstenDunst饰）要结婚的消息，又将自由浪漫的氛围打破。,迈克·内威尔 导演,朱莉娅·罗伯茨 演员,克斯汀·邓斯特 演员,朱丽娅·斯蒂尔斯 演员,玛吉·吉伦哈尔 演员,金妮弗·古德温 演员,,
老鼠爱上猫,喜剧动作爱情,2003,"https://movie.douban.com/subject/1307849
",北宋年间，太平盛世令开封府渐成虚设，尾随包拯（黄秋生）的展昭（刘德华）因整日无所事事怀念起过去云游四海的侠义生活，幻想有天重新披上黑衣。某次化身做他人的行动中，展昭遇上锦毛鼠白玉堂（张柏芝），被其言行举止深深吸引。五鼠大闹开封府，夺去展昭与襄阳王之妹（李冰冰）的订婚信物，展昭奉皇命追至五鼠老窝陷空岛劝降，吸引了情窦初开的原本是女儿身的白玉堂，然而因展昭身负御赐婚约，两情没能相悦，可是他们的缘分并没到此终止。,陈嘉上 导演,刘德华 演员,张柏芝 演员,李冰冰 演员,黄秋生 演员,张达明 演员,,
万能钥匙 The Skeleton Key,剧情悬疑恐怖,2005,"https://movie.douban.com/subject/1418752
",年轻的姑娘卡罗琳（凯特•哈德森KateHudson饰）受雇于老妇人维奥莱特（吉娜•罗兰兹GenaRowlands饰），前往她家照顾她卧病在床的丈夫本（约翰•赫特JohnHurt饰）。维奥莱特的大房子坐落于以神秘习俗和宗教仪式闻名的地区，卡罗琳刚到这里就觉得阴森诡异。随着日子一天天过去，卡罗琳渐渐对这件大房子和古怪的维奥莱特起疑。一次偶然，她从维奥莱特那里得到了一把万能钥匙，用它可以打开这座大房子的所有房间。当卡罗琳走进了隐藏在顶楼的房间时，她看到了令人惊悚的一幕，直觉告诉她，本的卧病在床和维奥莱特以及这间房间有着莫大的关系，她决心揭开这个迷！,伊恩·索夫特雷 导演,尼克·惠特菲尔德 导演,凯特·哈德森 饰 Caroline Ellis,吉娜·罗兰兹 饰 Violet Devereaux,约翰·赫特 饰 Ben Devereaux,彼得·萨斯加德 饰 Luke Marshall,,
倚天屠龙记之魔教教主 倚天屠龍記之魔教教主,动作奇幻武侠古装,1993,"https://movie.douban.com/subject/1299059
",张翠山（吴镇宇饰）携妻及子张无忌（李连杰饰）从孤岛出发赶去给其师父贺百岁大寿的途中，被人暗算，张无忌中寒冰掌。在武当山，张翠山和妻子被各大门派逼迫致死，张无忌也不再能练习武功，只能靠张三丰每日所输真气得以残活。张三丰的举动引来宋青书（邹兆龙饰）的妒忌，他联合了峨眉女弟子周芷若（黎姿饰）共同对付张无忌。明教圣女小昭（邱淑贞饰）令张无忌改变命运，使其先在断崖上遇到高人治好体内寒冰毒、学会九成“九阳神功”，又在明教禁地练得“乾坤大挪移心法”。得知蒙古郡主赵敏（张敏饰）设计令江湖六大派围攻光明顶想歼灭明教时，张无忌决意为拯救明教赴汤蹈火。,王晶 导演,李连杰 演员,张敏 演员,邱淑贞 演员,黎姿 演员,洪金宝 演员,,
太极旗飘扬 태극기 휘날리며,剧情动作战争,2004,"https://movie.douban.com/subject/1304972
",李镇泰（张东健饰）是生活在汉城的一个修鞋匠，一家人的生计就从修补鞋子的费用维持。虽然物质并不富裕，这却是一个十分温馨完整的家庭。妻子李英顺（李恩珠饰）和母亲开一间面馆，平日还要照顾下面的弟妹，弟弟李镇锡（元彬饰）是家中所有的希望，如今正在高中读书，考上大学是他的梦想，更是哥哥镇泰的寄托所在。然而随着1950年朝鲜战争突然爆发，平静的生活很快被打乱。战火蔓延汉城，镇泰决定带着家人到大邱去生活，躲避战乱。但在中途，他们却被强行征入军队，押上了开往洛东江前线的列车。从此一家人四分五裂。而在战场上的镇泰只剩下一个愿望：不顾一切用生命保护弟弟，当听说只要获得国家勋章就可以让弟弟免役时，他便疯子般冲在战斗最前沿。然而残酷的战场加上弄人的命运，他们的生命轨迹发生了无可避免的改变。,姜帝圭 导演,张东健 饰 李振泰,元斌 饰 李振硕,李恩珠 饰 李英秀,孔炯轸 饰 永万,崔岷植 饰 北朝鲜指挥官,,
绿茶,剧情爱情,2003,"https://movie.douban.com/subject/1308699
",不停相亲的比较文学专业女硕士吴芳（赵薇）每次和相亲对象约会时都会点一杯绿茶，在与新的相亲对象陈明亮（姜文）约会时，她告诉对方点绿茶的原因是曾被一名叫朗朗（赵薇）的女孩告知，从一杯茶可以预测一个人的爱情，对此，自信对女人很有研究的陈明亮认为纯属胡说八道，开始向吴芳分析说女人不外乎森林型和罗马型两种。带着各自对爱情的理解，吴芳和陈明亮开始了爱情角逐游戏。而随着两人的交往，朗朗也逐渐浮出水面，与刻板老土的吴芳形成对比的是，朗朗有着万众风情，然而陈明亮总觉得，她俩其实是一个人。,张元 导演,姜文 演员,王海珍 演员,方力钧 演员,张元 演员,高枫 演员,,
三毛从军记,剧情喜剧儿童战争,1992,"https://movie.douban.com/subject/2132220
",三毛（贾林JiaLin饰）从来就是银幕上喜剧人物。这次，三毛从军了。抗日战争全面爆发了，无所事事的三毛一心想着为国立功，加入了军队。不料，新兵训练的时候就笑话百出。手榴弹实弹投掷训练时，三毛一不小心就将手榴弹投到了战壕里，搞得全军上下一片乌黑。稀里糊涂的三毛随后参加了一支敢死队，笑话百出的他和队友们竟一股全歼了敌军。抗敌有功，三毛高升到后勤部，不用再上战场了，却成了师长姨太太的跟班。整天被使唤也闹了不少笑话。不料兵败师长自杀，三毛又重投兵营。一次执行空降任务时，三毛和以前的知心战友遭到伏击，大难不死却落入深山。一等就等到了抗战结束，三毛和战友早已成了野人。,张建亚 导演,贾林 演员,魏宗万 演员,孙飞虎 演员,李颖 演员,张乐平 原著作者,,
结婚大作战 Bride Wars,喜剧爱情,2009,"https://movie.douban.com/subject/2054026
",居住在曼哈顿的莉芙（凯特·哈德森KateHudson饰）和艾玛（安妮·海瑟薇AnneHathaway饰）是一对情同手足、从小一起长大的好姐妹。童年的某天，两人在第五大道的假日大酒店目睹了一场梦幻般的婚礼，从此，在这里举行婚礼的梦想便在她们各自的心中扎下了根。转眼二十多年过去，莉芙成为一名小有成就的律师，艾玛则在一所学校任教，两人也各自收获了美满的爱情。婚期在即，两个女孩子为了婚礼奔波劳碌，并相约担任对方的伴娘。然而令她们想不到的是，两人不仅都以假日大酒店为典礼举办地，而且还请了同一个司仪，更要命的是她们的婚礼都在同一天。这就意味着将有一方做出让步。为了童年的梦想，两个好友互不相让，由此也展开一场激烈且妙趣横生的新娘大作战……本片荣获2009年青少年选择奖最佳喜剧片女主角奖（AnneHathaway）。,盖瑞·温尼克 导演,安妮·海瑟薇 演员,凯特·哈德森 演员,布莱恩·格林伯格 演员,克里斯·帕拉特 演员,史蒂夫·豪威 饰 Daniel,,
真爱之吻 Penelope,喜剧爱情奇幻,2006,"https://movie.douban.com/subject/1914652
",佩内洛普（克里斯蒂娜•里奇饰）出生在贵族家庭，可是她的家族被诅咒了她一出生便有着一个猪鼻子。佩内洛普对自己的样貌感到十分的自卑，她羞于与一切人交往，要想解除这个诅咒，便要得到一个出自真爱的吻，才能让佩内洛普恢复美貌。女儿长大了，佩内洛普的父母极力张罗她的婚事，佩内洛普也想找到个真正爱她的人解除魔咒。可是每个看到佩内洛普真面目的男子都落荒而逃，令佩内洛普与父母都感到十分难堪与沮丧。以往，每个见过佩内洛普真面目的男生都签约保证不会向外界透露这个秘密。可是某贵族继承人却走漏了风声。记者雷蒙当年想得知佩内洛普的真面目，却让佩内洛普的母亲击伤了右眼，此时他要与贵族继承人合作，雇人假扮相亲者与佩内洛普见面，以拍到她的真面目。但被雇佣的麦克斯（詹姆斯•麦卡沃伊饰）是个没落贵族，佩内洛普误以为他不在乎自己的面貌，备受感动。实际上麦克斯从未见过佩内洛普，两人隔...(展开全部),马克·帕兰斯基 导演,克里斯蒂娜·里奇 演员,詹姆斯·麦卡沃伊 演员,凯瑟琳·欧哈拉 演员,瑞茜·威瑟斯彭 演员,尼克·弗罗斯特 演员,,
迷失 第一季 Lost Season 1,剧情科幻悬疑惊悚冒险,2004,"https://movie.douban.com/subject/1394819
",位于热带海域的一座无名小岛，蔚蓝大海与金色沙滩接壤之初，飞机破碎的残骸伴随着遇难乘客的恸哭哀号，揭开了一个神秘故事的序幕。2004年，815航班在前往目的地的途中突遭变故，坠毁在这座小岛，机上仅有杰克·谢帕德（马修·福克斯MatthewFox饰）、凯特·奥斯汀（伊万杰琳·莉莉NicoleEvangelineLilly饰）等48人侥幸逃生。最初的惊恐过后，不同年龄、职业、国别、民族、背景的一群人，在这个与世隔绝的逼仄且食物紧缺的空间内不可避免发生冲突与碰撞，与此同时，小岛上似乎还隐藏着某种未知且极具威胁的生物，而他们的一举一动又仿佛被一双双充满智慧但又神秘莫测的眼睛所监视。不可预测的未来，接二连三的谜团，以及仿佛永远无法到来的救援队，让幸存者们不知所措……,J·J·艾布拉姆斯 导演,罗德·霍尔卡穆 导演,马修·福克斯 演员,豪尔赫·加西亚 演员,金大贤 演员,乔什·哈洛威 演员,,
上帝也疯狂 The Gods Must Be Crazy,喜剧,1980,"https://movie.douban.com/subject/1297478
",广袤无垠的非洲大陆，现代文明与原始社会和谐共存。在离现代大都市六千公里的卡拉哈里沙漠腹地，生活着仍未受到外来文明影响的布须曼人。他们刀耕火种，狩猎农作，过着与世无争、敬畏自然的平静生活。某天，一支来自现代文明的可乐瓶打乱了他们一成不变的日子。最先发现瓶子的基（N!xau饰）将其带回部落，族人惊叹可乐瓶子的完美构造和繁多的用途，认为这是上帝赐予他们的礼物。可是兴奋的心情很快为别样的情绪所取代，习惯了平等共有的族人开始想要将瓶子据为己有，矛盾悄然而生。基不愿看到族人发生争吵与殴斗，于是决定将可乐瓶还给上帝，只为恢复曾经平静快乐的生活……,加美·尤伊斯 导演,马瑞斯·威尔斯 演员,历苏 演员,Sandra Prinsloo 演员,Louw Verwey 演员,Michael Thys 演员,,
回归 Volver,剧情喜剧悬疑犯罪,2006,"https://movie.douban.com/subject/1689787
",雷蒙黛（佩内洛普•克鲁兹PenélopeCruz饰）和他的酒鬼丈夫、年轻女儿共住，生活却不像别人平静。雷蒙黛有个姐姐索尔（劳拉•杜纳丝LolaDueñas饰），小时候两人和父母生活贫寒。父母在一场火灾后遇难后，两姊妹就搬到了马德里生活，为着各自生活已经渐渐疏远。然而，一场意外和一个鬼魂，打破了两姐妹平静的生活。,佩德罗·阿莫多瓦 导演,佩内洛普·克鲁兹 演员,卡门·毛拉 演员,洛拉·杜埃尼亚斯 演员,布兰卡·波蒂略 演员,约阿娜·科沃 演员,,
美国X档案 American History X,剧情犯罪,1998,"https://movie.douban.com/subject/1293527
",德瑞克（爱德华•诺顿EdwardNorton饰）的父亲在他很小的时候就被一名黑人毒贩射杀，从此给他幼小的心灵埋下了仇恨的种子。原来德瑞克功课很好，是老师眼中的好学生。但自从父亲遇难后，他就将一切心机都放在了对付有色人种上面。他积极组织起一帮白人青年混混，到处和有色人种对着干。一次，他射杀了两名黑人，因此入狱。入狱后，德瑞克加入了一伙新纳粹的白人。后来，因工作关系他和一名黑人成了好友，他开始反思自己的过去。当他意欲脱离狱中新纳粹组织时，遭到了拳打脚踢。德瑞克出狱后，决心和以前自己组织的帮会脱离关系，带着弟弟远走他乡开始新的生活。,托尼·凯耶 导演,爱德华·诺顿 演员,爱德华·福隆 演员,比佛莉·德安姬罗 演员,艾弗利·布鲁克斯 演员,威廉姆·拉斯 演员,,
巴黎淘气帮 Le petit Nicolas,喜剧家庭儿童,2009,"https://movie.douban.com/subject/3157605
",小尼古拉（马克西姆·戈达尔MaximeGodart饰）深受父母宠爱，在学校也与一帮朋友玩得开心，这其中包括：想当大官的亚斯特Alceste（VincentClaude饰）、以后会继承父业的杰夫Geoffroy（CharlesVaillant饰）、梦想成为自行车冠军在班上却总是被罚站的克劳岱Clotaire（VictorCarles饰）、长大要当黑道的奥德Eudes（BenjaminAverty饰）、希望跟老爸一样成为警察的鲁夫Rufus（GermainPetitDamico饰）以及全班第一名永远不会被罚站也是老师（SandrineKiberlain饰）的最爱学生同时是其他同学眼中讨厌的大蟑螂的阿南Agnan（DamienFerdel饰）。有一天，尼古拉的妈妈（瓦莱丽·勒梅西埃ValérieLemercier...(展开全部),洛朗·蒂拉尔 导演,马克西姆·戈达尔 演员,瓦莱丽·勒梅西埃 演员,凯德·麦拉德 演员,桑德琳娜·基贝兰 演员,弗朗索瓦-格扎维埃·德梅松 演员,,
茉莉花开,剧情爱情家庭,2004,"https://movie.douban.com/subject/1302795
",影片根据苏童小说《妇女生活》改编。20世纪30年代，18岁的茉（章子怡饰）不听母亲（陈冲饰）劝阻，执意当了电影演员，并被导演孟先生（姜文饰）包养。日本占领上海，孟先生逃往香港，留下茉一人生下女儿莉。到了60年代，莉（章子怡饰）嫁给工人邹杰（陆毅饰），与母亲茉（陈冲饰）住在一起。因为莉不能生育，夫妻二人领养了女儿花，莉却陷入担心丈夫不忠的偏执狂躁中。80年代，花（章子怡饰）与外婆茉（陈冲饰）相依为命。花与大学生小杜（刘烨饰）相爱并怀孕，却不得不面临小杜变心的事实……本片获第7界上海国际电影节评委会大奖，并获第13界中国电影金鸡奖最佳女主角（章子怡）奖及最佳音乐（苏聪）和最佳录音（吴凌）提名。,侯咏 导演,章子怡 演员,姜文 演员,陈冲 演员,刘烨 演员,陆毅 演员,,
亚瑟和他的迷你王国 Arthur et les Minimoys,家庭奇幻冒险,2006,"https://movie.douban.com/subject/1578685
",为了保住外婆的花园，十岁的亚瑟（弗莱迪·海默FreddieHighmore饰）必须找到外公失踪前留下的财宝。按照外公留下的提示，亚瑟终于找到了每年只打开一次的月光之门，进入了迷你墨王国，见到了外公笔记里的美丽的塞琳娜公主和迷你墨人，从他们口中得知四年前外公为了寻找宝藏走入了禁忌城，而统治那里的是“邪恶的M”。在与闯入的敌人战斗时亚瑟从石头里拔出了力量之剑，成为了迷你墨王国的英雄。神剑拔出，迷你墨王国的英雄们必须前往奈克罗鲍利——禁忌城打败“邪恶的M”。亚瑟、塞琳娜公主、王子倍塔克服重重困难终于抵达了M的老巢，传说中的恶魔玛塔扎德就住在这里……本片是吕克·贝松的第十部电影，传说是他的“收山之作”，历时七年的筹备制作过程，投资达6500万欧元，是法国电影制作史上最昂贵的作品。,吕克·贝松 导演,弗莱迪·海默 演员,米娅·法罗 演员,雅克·弗朗茨 演员,亚当·勒费弗 演员,Ali Kazim 演员,,
小杰克的攻击 Jack-Jack Attack,动画短片家庭冒险,2005,"https://movie.douban.com/subject/1470614
",小杰克是谁呢？是超人的儿子，而他的保姆凯莉可不知道。就在凯莉拍着胸脯向杰克妈妈保证万事无忧时，奇怪的事一件接一件的发生了。这个婴儿杰克简直是捣蛋无厘头，凯莉被整惨了。最后婴儿杰克“爆炸”了。凯莉被带到安全局接受审查，对她来说忘掉这场噩梦再好不过，很快她就如愿以偿了。,布拉德·伯德 导演,巴德·乐凯 配音,杰森·李 配音,伊莱·富西尔 配 Jack-Jack Parr,泰迪·牛顿 编剧,马克∙安德鲁斯 编剧,,
死神来了4 The Final Destination,惊悚恐怖,2009,"https://movie.douban.com/subject/2357708
",尼克（鲍比•坎波BobbyCampo饰）携女友洛丽（珊特尔•范圣藤ShantelVanSanten饰）和朋友亨特（尼克•扎诺NickZano饰）及女友简妮（海莉•魏波）到赛车场观看赛车表演，尼克突然预见某辆赛车将发生事故冲向人群，部分看台坍塌，他与朋友全部丧生。惊慌失措的尼克强迫朋友随他离开赛场，并惊动了保安乔治（麦凯尔泰•威廉逊MykeltiWilliamson）及其他四位观众。逃过死神的尼克发现幸存者们纷纷在稀奇古怪的事故中丧命，而自己竟能预见死亡原因。恐惧中尼克和洛丽求助于乔治，试图打破怪圈对抗死神，然而努力真会见效，宿命真能改变吗？本片是《死神来了》系列的首部3D版本。,大卫·R·艾里斯 导演,鲍比·坎波 演员,珊特尔·范圣滕 演员,尼克·扎诺 演员,海雷·韦伯 演员,麦凯尔泰·威廉逊 演员,,
麦兜，菠萝油王子 麥兜，菠蘿油王子,剧情喜剧动画,2004,"https://movie.douban.com/subject/1308858
",随着城市发展，麦兜住的旧区大脚咀也卷入了拆迁漩涡。不过无忧无虑的麦兜从来不会去考虑拆迁对他意味着什么，春田花花幼稚园又开学了。为了适应激烈的社会竞争，春天花花幼稚园也加入很多令人捧腹的新课程：耍赖、诈死等等。麦太在樟木头买了块墓地，为了日后能有个安身之所。时光飞逝，一切又回到了从前，回到了麦兜的父亲菠萝油王子的时代。王子跟随着师傅出行，不料遇到了一连串怪事，王子不再是王子，有人变成了他的样子回去当了王子。浑浑噩噩的菠萝油认识了阿莲——以后的麦太，过着平平凡凡、庸庸碌碌的生活，只是在夜里，菠萝油偶然会想起他的王国、眼里会呛着泪花。阿莲怀孕了，菠萝油重遇了以前送薄饼的龟仔、一起出行的师傅，他们决定回去复国了。于是菠萝油告别了阿莲，告诉他如果明天听不到一个王子复国的新闻，那就永远忘了他……,袁建滔 导演,吴君如 配音,刘德华 配音,黄秋生 配音,林海峰 配音,林一峰 配音,,
孔子,剧情传记历史古装,2010,"https://movie.douban.com/subject/3606975
",公元前六世纪，孔子（周润发饰）受到鲁定公（姚鲁饰）赏识，从中督宰晋升为大司寇，这让他得以实行自己的以礼治国的执政理念。但是，三桓独霸朝纲，也让孔子感受到了重重阻力。他因阻止季桓子（陈建斌饰）家奴免受陪葬，而与之结怨。他随鲁定公赴齐国会盟，与齐景公（马精武饰）和大夫黎鉏（王绘春饰）斗智斗勇，维护了鲁国的利益，讨回三城，因此出任代国相。他提出隳三都的政策，引发佞臣谋反，在平叛之后，季桓子假传圣旨，罢黜了孔子。从此，孔子率颜回（任泉饰）、子路等弟子开始游历各国。在卫国，孔子得到卫灵公的尊重，获俸粟6万石。他见到了卫灵公的夫人南子（周迅饰），并在交谈中展现了正气凛然的君子风范……本片主题曲《幽兰操》为歌后王菲息声多年后复出之作。,胡玫 导演,周润发 演员,周迅 演员,陈建斌 演员,任泉 演员,陆毅 演员,,
美味情缘 No Reservations,剧情喜剧爱情,2007,"https://movie.douban.com/subject/1947144
",凯特（凯瑟琳·泽塔-琼斯CatherineZeta-Jones饰）天生丽质，是一所餐厅里杰出的主厨，她是个十足的工作狂，因为工作她的生活变得十分刻板，没有一丝火花。对自己的手艺非常自信的她常常都坚持己见，老板只好强迫她去看心理医生。凯特的妹妹因车祸而逝世了，留下年幼的女儿祖需要凯特照顾。妈妈离开后，祖变得越来越封闭。无论凯特怎么努力，祖还是与阿姨保持距离。此时餐厅里请来了新的厨师尼克（艾伦·艾克哈特AaronEckhart饰），工作态度完全有别与凯特，这使凯特无法接受，但他却有能耐使不喜欢吃正餐的祖乖乖吃饭。凯特不得不对尼克另眼相看，此后因为祖的关系他们约会渐多，凯特与尼克之间也产生了微妙的情缘，就连凯特与祖之间的关系也大大改进了。但这时，两人在工作上却出现了分歧，感情受到了挑战……,斯科特·希克斯 导演,凯瑟琳·泽塔-琼斯 演员,艾伦·艾克哈特 演员,阿比盖尔·布雷斯林 演员,派翠西娅·克拉克森 演员,珍妮·瓦德 演员,,
千机变 千機變,喜剧动作恐怖冒险,2003,"https://movie.douban.com/subject/1307740
",Reeve（郑伊健饰）是一个僵尸猎人，每次出动前都要喝下药水变得半人半僵尸才能发挥功力。他的前搭档Lila（何超仪饰）因一次行动中丧生，由Gypsy（钟欣桐饰）来接替。她的到来令Reeve的妹妹Helen（蔡卓妍饰）很不满，两女更大打出手。僵尸王子Kazaf（陈冠希饰）与仆人Prada（黄秋生饰）靠父亲僵尸王寄来的血浆生活，他生性善良，从来不会伤害无辜。Helen邂逅了帅气的Kazaf。一天Kazaf被僵尸伯爵追杀受伤，Helen得知他的身份后，毅然帮他到医院偷血，还把他带回家。原来僵尸圣典《DayforNight》就在Kazaf手上。Reeve因一次行动后找不到解药，因此变成了僵尸，还差点杀掉了自己的妹妹，迫于无奈之下，Gypsy把心爱的Reeve杀掉，Helen也为着要救回落入僵尸伯爵手中的Kazaf，与Gypsy联手进攻。,林超贤 导演,甄子丹 导演,钟欣潼 饰 Gypsy,蔡卓妍 饰 Helen,郑伊健 饰 Reeve,何超仪 演员,,
春风沉醉的夜晚,剧情同性,2009,"https://movie.douban.com/subject/3690289
",在南京开小书店的王平（吴伟饰）背着妻子林雪（江佳奇饰）与男同性恋者姜城（秦昊饰）有染。对丈夫行为生疑的林雪委托罗海涛（陈思成饰）跟踪王平，发现了姜城的行踪。气愤的林雪到姜城任职的旅游公司大闹，迫使其与王平分手。罗海涛有一个在制衣厂做工的女友李静（谭卓饰），但他却在跟踪的过程中对姜城产生了好感。罗海涛与分手后情绪低落的姜城交往，二人关系日渐亲密，但与此同时他又难舍李静。在三人共同出游的过程中，李静发现了罗海涛与姜城的暧昧关系，伤心落泪。一座城，许多人，都在感情的路上崎岖前行。本片被提名2009年第62届戛纳电影节金棕榈奖，并获最佳编剧奖。,娄烨 导演,秦昊 饰 江城,陈思诚 饰 罗海涛,谭卓 饰 李静,吴伟 饰 王平,江佳奇 饰 林雪,,
名侦探柯南：引爆摩天楼 名探偵コナン 時計じかけの摩天楼,喜剧动画悬疑家庭冒险,1997,"https://movie.douban.com/subject/1439579
",知名建筑设计师森谷帝二这日邀请新一参加在他府上举办的茶会，柯南只得电话拜托小兰。柯南、小兰及毛利小五郎三人未入森府，已被绝对对称的宏伟建筑吸引。衣香鬓影的茶会上，森谷帝二令人诧异地大声攻击年轻设计师，讲建筑的美学准则要被他们破坏殆尽。柯南在规定时间内将他出给众宾客的难题破解，被获准和小兰一起参观陈有他设计图的展览馆，交谈中，他感慨30多岁初成名时的作品不够对称称不上完美，并从小兰口中打探到她要与新一在米花大楼约会为新一庆生的诸多细节。不久，柯南连接数通向新一挑战的电话，对方均告知他已在某地放置会在某时爆炸的炸弹，柯南将危机一一化解后，开始与警方、毛利一起分析到底是何人所为。电视报道其中最为轰动的爆炸案时，柯南由画面联想到所有炸弹放置的地点附近均有森谷帝二自认不完美的作品，心中一惊。众人拜访森谷帝二时，柯南暗中将他的宅邸查看，找出凶犯正是他的证据，原...(展开全部),儿玉兼嗣 导演,高山南 配 江户川柯南,山口胜平 配 工藤新一,山崎和佳奈 配 毛利兰,神谷明 配 毛利小五郎,盐泽兼人 配 白鸟刑事,,
香港制造 香港製造,剧情爱情犯罪,1997,"https://movie.douban.com/subject/1292396
",有惨淡家境的香港街头小混混中秋（李灿森）虽对未来迷茫，为人却很豪爽讲义气，将总被人欺负的弱智男孩阿龙（李栋泉）当作自己的亲人“罩”着，可是在他被仇家捅成重伤躺在医院时，老大派去运毒的阿龙被人打死。而另外两个与他的生命有过交叉的少女——留下两封遗书跳楼自杀的女中学生阿珊（谭嘉荃）、他爱上的等不到合适肾源医治绝症的濒死少女阿屏（严栩慈）——的“命中注定”，则加重了他青春的绝望。他能走的路，似乎只有听天由命。,陈果 导演,李灿森 演员,严栩慈 饰 阿屏,李栋全 演员,谭嘉荃 饰 許寶珊 (阿珊),林洁芳 演员,,
